지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s)
765,복내,2007-07-01,20.8,86.5,1
765,복내,2007-07-02,23.1,1,.8
765,복내,2007-07-03,23.7,0,.5
765,복내,2007-07-04,22.1,37,.4
765,복내,2007-07-05,23.4,0,.7
765,복내,2007-07-06,21,11.5,.7
765,복내,2007-07-07,24,0,.9
765,복내,2007-07-08,23.2,0,1.1
765,복내,2007-07-09,21.2,28.5,1.3
765,복내,2007-07-10,22,2,.9
765,복내,2007-07-11,22.1,0,.7
765,복내,2007-07-12,25.1,0,.8
765,복내,2007-07-13,23.6,6,.8
765,복내,2007-07-14,26,0,1.1
765,복내,2007-07-15,23,.5,1.3
765,복내,2007-07-16,20.8,.5,1.5
765,복내,2007-07-17,22.8,.5,1
765,복내,2007-07-18,24.4,0,.9
765,복내,2007-07-19,26.1,20,1.4
765,복내,2007-07-20,26.2,.5,1
765,복내,2007-07-21,23.2,0,.5
765,복내,2007-07-22,24.9,0,.6
765,복내,2007-07-23,25.3,0,.7
765,복내,2007-07-24,26.5,0,1
765,복내,2007-07-25,28,0,.6
765,복내,2007-07-26,29,0,.5
765,복내,2007-07-27,28,0,.6
765,복내,2007-07-28,28.6,0,.6
765,복내,2007-07-29,28.9,0,.7
765,복내,2007-07-30,26,2.5,.7
765,복내,2007-07-31,26.1,0,.8
765,복내,2007-08-01,27.8,0,1.3
765,복내,2007-08-02,28.6,0,.4
765,복내,2007-08-03,29.7,0,.8
765,복내,2007-08-04,28.4,7.5,1.6
765,복내,2007-08-05,23.5,32.5,.5
765,복내,2007-08-06,23.2,26.5,.6
765,복내,2007-08-07,24.8,89,1.1
765,복내,2007-08-08,27.2,25.5,2.5
765,복내,2007-08-09,27.8,11.5,1.9
765,복내,2007-08-10,28.4,5,1.9
765,복내,2007-08-11,27.7,0,2.3
765,복내,2007-08-12,26.3,79.5,3.3
765,복내,2007-08-13,26.2,60,2.2
765,복내,2007-08-14,26.4,37.5,2.6
765,복내,2007-08-15,26.5,9,1
765,복내,2007-08-16,27.6,0,.6
765,복내,2007-08-17,,0,
765,복내,2007-08-18,,0,
765,복내,2007-08-19,27.2,0,.8
765,복내,2007-08-20,26.3,5.5,.7
765,복내,2007-08-21,26.9,2,.7
765,복내,2007-08-22,25.5,2,.5
765,복내,2007-08-23,27.1,0,.7
765,복내,2007-08-24,27.7,0,.8
765,복내,2007-08-25,27.9,0,1
765,복내,2007-08-26,26.9,13.5,.7
765,복내,2007-08-27,27.8,0,.9
765,복내,2007-08-28,26.2,1.5,.4
765,복내,2007-08-29,24.9,38,.7
765,복내,2007-08-30,23.4,2.5,.9
765,복내,2007-08-31,22,0,.5
765,복내,2007-09-01,19.6,48.5,1.2
765,복내,2007-09-02,20.9,1.5,.6
765,복내,2007-09-03,22.6,0,.5
765,복내,2007-09-04,20.6,72.5,.4
765,복내,2007-09-05,19.8,56,.5
765,복내,2007-09-06,19.9,22.5,.3
765,복내,2007-09-07,20.6,.5,.3
765,복내,2007-09-08,21.3,0,.8
765,복내,2007-09-09,21.6,0,.5
765,복내,2007-09-10,22.2,0,.6
765,복내,2007-09-11,21.6,0,.3
765,복내,2007-09-12,22.6,0,.5
765,복내,2007-09-13,22.7,0,.6
765,복내,2007-09-14,22.3,71.5,1.1
765,복내,2007-09-15,22.5,150,.8
765,복내,2007-09-16,21.4,82.5,1.1
765,복내,2007-09-17,23.3,0,.9
765,복내,2007-09-18,24.3,.5,1.9
765,복내,2007-09-19,26.7,3,2.3
765,복내,2007-09-20,27,3,2.8
765,복내,2007-09-21,24.6,4.5,.9
765,복내,2007-09-22,23.5,1.5,.6
765,복내,2007-09-23,20.9,8,.4
765,복내,2007-09-24,,0,
765,복내,2007-09-26,,0,
765,복내,2007-09-27,22.5,0,.6
765,복내,2007-09-28,20,0,.6
765,복내,2007-09-29,18.7,0,.6
765,복내,2007-09-30,19.3,0,.3
765,복내,2007-10-01,19,0,.3
765,복내,2007-10-02,20.1,0,.5
765,복내,2007-10-03,21.6,0,.6
765,복내,2007-10-04,21.1,0,.4
765,복내,2007-10-05,21.2,0,.9
765,복내,2007-10-06,19,0,1
765,복내,2007-10-07,18.2,31.5,.3
765,복내,2007-10-08,17.5,13.5,.6
765,복내,2007-10-09,15.7,0,.5
765,복내,2007-10-10,17.3,0,.6
765,복내,2007-10-11,16.6,0,.8
765,복내,2007-10-12,15.5,0,.3
765,복내,2007-10-13,15.1,0,.3
765,복내,2007-10-14,14.8,0,.6
765,복내,2007-10-15,14.1,0,.3
765,복내,2007-10-16,13.3,0,.5
765,복내,2007-10-17,13.1,0,.5
765,복내,2007-10-18,13.3,0,.5
