지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s)
765,복내,2019-01-01,.2,0,3.4
765,복내,2019-01-02,-.2,0,2.3
765,복내,2019-01-03,-1.2,0,2.2
765,복내,2019-01-04,-1.7,0,.9
765,복내,2019-01-05,1.9,0,2.6
765,복내,2019-01-06,.8,0,2.2
765,복내,2019-01-07,.7,0,2.2
765,복내,2019-01-08,.8,0,3.1
765,복내,2019-01-09,-1,0,1.7
765,복내,2019-01-10,2.1,0,2.3
765,복내,2019-01-11,4,0,1.5
765,복내,2019-01-12,4,1.5,1.8
765,복내,2019-01-13,.7,0,1.3
765,복내,2019-01-14,-.1,0,.9
765,복내,2019-01-15,1.6,0,2.8
765,복내,2019-01-16,-1.9,0,3.2
765,복내,2019-01-17,1.5,0,2.7
765,복내,2019-01-18,0,0,1.3
765,복내,2019-01-19,2.7,.5,.6
765,복내,2019-01-20,2.5,0,4.1
765,복내,2019-01-21,1.6,0,2.6
765,복내,2019-01-22,.9,0,1.5
765,복내,2019-01-23,3.5,0,1.9
765,복내,2019-01-24,.8,0,1.4
765,복내,2019-01-25,-.7,0,3
765,복내,2019-01-26,-.9,0,3.4
765,복내,2019-01-27,-.6,0,1.7
765,복내,2019-01-28,2.6,0,2.8
765,복내,2019-01-29,-1,0,1
765,복내,2019-01-30,4,0,1.3
765,복내,2019-01-31,-.1,9.5,2.3
765,복내,2019-02-01,-1.7,0,2.1
765,복내,2019-02-02,.9,0,.8
765,복내,2019-02-03,6.2,8.5,2.1
765,복내,2019-02-04,3.6,0,3.4
765,복내,2019-02-05,2.4,0,.8
765,복내,2019-02-06,4.8,0,1.1
765,복내,2019-02-07,1.9,0,2.9
765,복내,2019-02-08,.1,0,2.8
765,복내,2019-02-09,-.6,0,3.7
765,복내,2019-02-10,-.4,0,2.1
765,복내,2019-02-11,-.1,0,3.4
765,복내,2019-02-12,.2,0,1.1
765,복내,2019-02-13,1.7,0,2.6
765,복내,2019-02-14,1.5,0,1.3
765,복내,2019-02-15,2.5,0,2
765,복내,2019-02-16,.8,0,4.2
765,복내,2019-02-17,1.2,0,2.9
765,복내,2019-02-18,2,0,.7
765,복내,2019-02-19,4.4,27,1.6
765,복내,2019-02-20,3.6,0,2.9
765,복내,2019-02-21,3.5,0,1
765,복내,2019-02-22,4.8,0,1.4
765,복내,2019-02-23,4.9,0,1.2
765,복내,2019-02-24,5.2,0,1.2
765,복내,2019-02-25,6.1,0,2
765,복내,2019-02-26,5.1,0,1.5
765,복내,2019-02-27,7.2,2,.9
765,복내,2019-02-28,7.7,.5,1.8
765,복내,2019-03-01,5.4,0,1.5
765,복내,2019-03-02,6.8,0,1.3
765,복내,2019-03-03,9.8,1,1.1
765,복내,2019-03-04,8.2,.5,1.9
765,복내,2019-03-05,7.2,0,.8
765,복내,2019-03-06,8.6,2.5,1.3
765,복내,2019-03-07,6.3,0,2.4
765,복내,2019-03-08,4.7,0,1.2
765,복내,2019-03-09,6.8,1.5,1.1
765,복내,2019-03-10,7.5,17,1.7
765,복내,2019-03-11,5.6,6.5,1.3
765,복내,2019-03-12,6.6,0,3.3
765,복내,2019-03-13,4.1,0,3
765,복내,2019-03-14,4.1,0,1.4
765,복내,2019-03-15,4.8,1,2.4
765,복내,2019-03-16,6.3,0,2.3
765,복내,2019-03-17,6.5,0,1.8
765,복내,2019-03-18,6.3,0,1.1
765,복내,2019-03-19,9.6,0,1.7
765,복내,2019-03-20,10.6,31,1.8
765,복내,2019-03-21,9.1,0,3.8
765,복내,2019-03-22,5.7,0,3.1
765,복내,2019-03-23,5.4,0,3.4
765,복내,2019-03-24,3.7,0,1.8
765,복내,2019-03-25,5,0,1.1
765,복내,2019-03-26,8.2,0,1.4
765,복내,2019-03-27,11.1,0,1.8
765,복내,2019-03-28,13.3,0,1.6
765,복내,2019-03-29,11.4,0,1.3
765,복내,2019-03-30,8.4,1,3.3
765,복내,2019-03-31,5.8,0,4.8
765,복내,2019-04-01,6.1,0,2.5
765,복내,2019-04-02,7.6,0,2.3
765,복내,2019-04-03,5.8,0,1.9
765,복내,2019-04-04,7.8,0,1.6
765,복내,2019-04-05,8.5,0,1.9
765,복내,2019-04-06,11.3,0,1.3
765,복내,2019-04-07,10.6,6.5,.6
765,복내,2019-04-08,12.9,0,1.7
765,복내,2019-04-09,9,20.5,3.4
765,복내,2019-04-10,8.3,2.5,1.7
765,복내,2019-04-11,8.9,0,1
765,복내,2019-04-12,9.5,0,1.7
765,복내,2019-04-13,9.9,0,1.1
765,복내,2019-04-14,9.8,.5,1.9
765,복내,2019-04-15,10.7,0,1.8
765,복내,2019-04-16,12.4,0,1.1
765,복내,2019-04-17,13.2,3,1.3
765,복내,2019-04-18,14.3,0,1.5
765,복내,2019-04-19,14.4,0,1.5
765,복내,2019-04-20,15.1,0,1.3
765,복내,2019-04-21,16.6,0,1.2
765,복내,2019-04-22,17.3,0,1.7
765,복내,2019-04-23,14.5,7.5,1.5
765,복내,2019-04-24,17.6,1,1.2
765,복내,2019-04-25,14.9,1.5,1.1
765,복내,2019-04-26,9.8,.5,2.4
765,복내,2019-04-27,11.5,0,1.2
765,복내,2019-04-28,11.1,1,1.2
765,복내,2019-04-29,11.8,37.5,.7
765,복내,2019-04-30,15.5,.5,1.2
765,복내,2019-05-01,15.3,0,2.3
765,복내,2019-05-02,14.1,0,2
765,복내,2019-05-03,14.9,0,1.2
765,복내,2019-05-04,16.4,0,.9
765,복내,2019-05-05,16.7,0,1.1
765,복내,2019-05-06,12.5,0,2.4
765,복내,2019-05-07,11.8,0,1.4
765,복내,2019-05-08,12.6,0,1.2
