지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s)
765,복내,2007-01-01,.4,1.5,.2
765,복내,2007-01-02,3.4,0,.4
765,복내,2007-01-03,3.8,0,.5
765,복내,2007-01-04,3.6,0,.6
765,복내,2007-01-05,2.5,0,.4
765,복내,2007-01-06,-.5,1.5,1.7
765,복내,2007-01-07,.6,4.5,1.8
765,복내,2007-01-08,-.5,0,1.2
765,복내,2007-01-09,-1.4,0,.5
765,복내,2007-01-10,-1.6,0,.5
765,복내,2007-01-11,-1.1,0,.4
765,복내,2007-01-12,-.9,0,.9
765,복내,2007-01-13,-1.5,0,1.3
765,복내,2007-01-14,-.8,0,.9
765,복내,2007-01-15,1.3,0,.4
765,복내,2007-01-16,2.1,.5,.3
765,복내,2007-01-17,2.4,0,.8
765,복내,2007-01-18,.7,0,.8
765,복내,2007-01-19,-.6,0,.3
765,복내,2007-01-20,.8,0,.4
765,복내,2007-01-21,1.4,0,.3
765,복내,2007-01-22,1.1,0,.7
765,복내,2007-01-23,1.8,0,.3
765,복내,2007-01-24,2.2,0,.9
765,복내,2007-01-25,-.1,0,.5
765,복내,2007-01-26,-1.5,3,.5
765,복내,2007-01-27,.7,0,.9
765,복내,2007-01-28,-1.6,2,.4
765,복내,2007-01-29,-1.8,0,.4
765,복내,2007-01-30,-1.8,0,.9
765,복내,2007-01-31,-.2,0,1
765,복내,2007-02-01,-2,0,1.4
765,복내,2007-02-02,-3,0,1.3
765,복내,2007-02-03,.9,0,1
765,복내,2007-02-04,2.7,0,1
765,복내,2007-02-05,2.7,0,.4
765,복내,2007-02-06,6.3,0,.4
765,복내,2007-02-07,7.6,0,.6
765,복내,2007-02-08,10.1,15.5,.6
765,복내,2007-02-09,5.8,0,1.1
765,복내,2007-02-10,2.7,0,1.2
765,복내,2007-02-11,2.7,0,1.2
765,복내,2007-02-12,1.5,0,.5
765,복내,2007-02-13,5.3,38.5,1
765,복내,2007-02-14,3.5,6.5,2.4
765,복내,2007-02-15,1.3,0,1.4
765,복내,2007-02-16,3.3,0,.8
765,복내,2007-02-17,5,2,.5
765,복내,2007-02-18,5.9,0,.6
765,복내,2007-02-19,3.6,0,.7
765,복내,2007-02-20,3.9,0,.5
765,복내,2007-02-21,4.9,0,.5
765,복내,2007-02-22,4.6,0,.5
765,복내,2007-02-23,6.1,0,1.5
765,복내,2007-02-24,4.3,0,.8
765,복내,2007-02-25,6.4,0,.8
765,복내,2007-02-26,5,0,.7
765,복내,2007-02-27,6.2,0,.7
765,복내,2007-02-28,5.2,0,1.1
765,복내,2007-03-01,7.9,0,1.2
765,복내,2007-03-02,9.5,12.5,.6
765,복내,2007-03-03,13.4,2.5,.6
765,복내,2007-03-04,12.8,71,3.2
765,복내,2007-03-05,0,.5,2.7
765,복내,2007-03-06,-2.2,0,2
765,복내,2007-03-07,-1.2,0,1.1
765,복내,2007-03-08,1.9,0,.9
765,복내,2007-03-09,2.4,0,.6
765,복내,2007-03-10,2.8,0,1.4
765,복내,2007-03-11,.3,0,1.9
765,복내,2007-03-12,4.2,0,1.1
765,복내,2007-03-13,5.5,0,.8
765,복내,2007-03-14,5.8,0,.7
765,복내,2007-03-15,5.3,.5,.7
765,복내,2007-03-16,6.5,0,.6
765,복내,2007-03-17,5.5,0,.8
765,복내,2007-03-18,5.7,0,.7
765,복내,2007-03-19,5,0,.5
765,복내,2007-03-20,5,0,.7
765,복내,2007-03-21,5.7,0,.5
765,복내,2007-03-22,7.4,0,.8
765,복내,2007-03-23,9.4,.5,1.2
765,복내,2007-03-24,11.3,21.5,1.1
765,복내,2007-03-25,10.1,0,1.4
765,복내,2007-03-26,10,0,.9
765,복내,2007-03-27,11.4,0,1.1
765,복내,2007-03-28,11.7,0,2
765,복내,2007-03-29,12.4,.5,1.6
765,복내,2007-03-30,12.7,0,1.7
765,복내,2007-03-31,11.4,.5,1.4
765,복내,2007-04-01,8.3,1.5,.8
765,복내,2007-04-02,6.6,0,1.6
765,복내,2007-04-03,6.1,0,1.7
765,복내,2007-04-04,5.9,0,1.2
765,복내,2007-04-05,6.9,0,1.1
765,복내,2007-04-06,9.7,0,.9
765,복내,2007-04-07,9.7,0,.9
765,복내,2007-04-08,10,0,1.2
765,복내,2007-04-09,9.5,0,.8
765,복내,2007-04-10,10.5,0,.9
765,복내,2007-04-11,10.5,0,1.2
765,복내,2007-04-12,,0,1.6
765,복내,2007-04-13,11.2,.5,1.6
765,복내,2007-04-14,10.7,0,1
765,복내,2007-04-15,11.5,0,.9
765,복내,2007-04-16,8.6,12.5,.7
765,복내,2007-04-17,7.8,0,.8
765,복내,2007-04-18,10,0,1
765,복내,2007-04-19,11.3,0,1.4
765,복내,2007-04-20,13.5,0,1.8
765,복내,2007-04-21,17,0,1
765,복내,2007-04-22,16.3,0,.8
765,복내,2007-04-23,13.2,0,1.1
765,복내,2007-04-24,11.7,0,.8
765,복내,2007-04-25,13.1,0,1.3
765,복내,2007-04-26,14.5,0,.8
765,복내,2007-04-27,15.1,0,1.5
765,복내,2007-04-28,14,0,.8
765,복내,2007-04-29,14.9,0,.7
765,복내,2007-04-30,13.4,0,1.2
765,복내,2007-05-01,12.6,4,1.3
765,복내,2007-05-02,15.1,0,1.2
765,복내,2007-05-03,15.4,0,.8
765,복내,2007-05-04,18.4,0,1.1
765,복내,2007-05-05,17.8,0,1.1
765,복내,2007-05-06,,8,
765,복내,2007-05-07,17.2,0,.7
765,복내,2007-05-08,17.8,0,.9
