지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s)
765,복내,2020-01-01,-.5,0,2.3
765,복내,2020-01-02,.1,0,1.2
765,복내,2020-01-03,1,0,1.3
765,복내,2020-01-04,.5,0,1.2
765,복내,2020-01-05,1.5,0,.6
765,복내,2020-01-06,5.6,14.5,.7
765,복내,2020-01-07,11.9,32,1.5
765,복내,2020-01-08,4.7,3.5,4.5
765,복내,2020-01-09,3.2,0,2.5
765,복내,2020-01-10,1.3,0,1.1
765,복내,2020-01-11,3.6,0,1.8
765,복내,2020-01-12,3.1,0,3.1
765,복내,2020-01-13,1.8,0,2.2
765,복내,2020-01-14,.4,0,1.5
765,복내,2020-01-15,-1,0,1.7
765,복내,2020-01-16,1.8,0,1.4
765,복내,2020-01-17,1.5,0,1.4
765,복내,2020-01-18,1.1,0,2
765,복내,2020-01-19,.6,0,.9
765,복내,2020-01-20,2.1,0,2
765,복내,2020-01-21,1.3,0,1.4
765,복내,2020-01-22,3.7,11,.5
765,복내,2020-01-23,6.3,1.5,.9
765,복내,2020-01-24,5,0,.8
765,복내,2020-01-25,5.6,0,.4
765,복내,2020-01-26,6.9,0,2
765,복내,2020-01-27,5.8,16,1.7
765,복내,2020-01-28,6.6,0,1
765,복내,2020-01-29,6.1,0,1
765,복내,2020-01-30,4.4,0,1.6
765,복내,2020-01-31,1.4,0,1.2
765,복내,2020-02-01,1.2,0,1.1
765,복내,2020-02-02,1.7,0,1.2
765,복내,2020-02-03,1.3,0,1.9
765,복내,2020-02-04,-.2,0,1.1
765,복내,2020-02-05,-1.4,0,3.5
765,복내,2020-02-06,-2,0,1.6
765,복내,2020-02-07,.9,0,1.6
765,복내,2020-02-08,1.9,0,2.7
765,복내,2020-02-09,-.2,0,1.8
765,복내,2020-02-10,2.8,0,1.1
765,복내,2020-02-11,4.6,0,1
765,복내,2020-02-12,9.7,15,1.2
765,복내,2020-02-13,7.8,0,1.4
765,복내,2020-02-14,8.4,0,.8
765,복내,2020-02-15,9.5,2,1.3
765,복내,2020-02-16,1.5,4,4
765,복내,2020-02-17,-2.2,2,4
765,복내,2020-02-18,.4,0,3.2
765,복내,2020-02-19,3.2,0,1.2
765,복내,2020-02-20,4.5,0,.8
765,복내,2020-02-21,6,2,1.1
765,복내,2020-02-22,7.2,.5,3.2
765,복내,2020-02-23,3.4,0,1.8
765,복내,2020-02-24,6.2,0,1
765,복내,2020-02-25,10.7,5.5,.6
765,복내,2020-02-26,8.6,0,1.4
765,복내,2020-02-27,5.3,0,1.2
765,복내,2020-02-28,5,1.5,.8
765,복내,2020-02-29,6.7,0,.6
765,복내,2020-03-01,6.6,0,1.5
765,복내,2020-03-02,5.5,0,2.9
765,복내,2020-03-03,5.6,0,1.3
765,복내,2020-03-04,4.8,0,4.1
765,복내,2020-03-05,2.5,0,2.4
765,복내,2020-03-06,2.8,0,1
765,복내,2020-03-07,4.4,7.5,.7
765,복내,2020-03-08,7.5,0,1.4
765,복내,2020-03-09,7.7,6.5,1.1
765,복내,2020-03-10,6.5,3,3.3
765,복내,2020-03-11,4.4,0,3.7
765,복내,2020-03-12,4,0,1.2
765,복내,2020-03-13,7.2,0,2.1
765,복내,2020-03-14,4.9,0,2.7
765,복내,2020-03-15,7,0,4.1
765,복내,2020-03-16,4.7,0,2
765,복내,2020-03-17,7.6,0,2.1
765,복내,2020-03-18,8.5,0,1.2
765,복내,2020-03-19,8.1,0,3.1
765,복내,2020-03-20,8.9,0,2.1
765,복내,2020-03-21,9.7,0,1.2
765,복내,2020-03-22,12.8,0,1.6
765,복내,2020-03-23,9.3,0,2.2
765,복내,2020-03-24,8,0,1.1
765,복내,2020-03-25,10.1,0,1.5
765,복내,2020-03-26,12.2,22.5,.7
765,복내,2020-03-27,10.6,.5,2.4
765,복내,2020-03-28,6.7,0,2.3
765,복내,2020-03-29,7.4,0,1.2
765,복내,2020-03-30,10.4,0,.9
765,복내,2020-03-31,10.1,0,1
765,복내,2020-04-01,10.1,1,2.6
765,복내,2020-04-02,8.6,0,1.3
765,복내,2020-04-03,9,0,1.4
765,복내,2020-04-04,7.6,0,2.3
