지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s)
765,복내,2019-07-01,21.9,1,.6
765,복내,2019-07-02,23.4,0,1.1
765,복내,2019-07-03,21.5,0,.6
765,복내,2019-07-04,23.7,0,.8
765,복내,2019-07-05,24.3,0,.9
765,복내,2019-07-06,23.5,0,1.5
765,복내,2019-07-07,21.5,0,1.5
765,복내,2019-07-08,22.2,1,.9
765,복내,2019-07-09,22.6,0,1
765,복내,2019-07-10,20.4,33,.9
765,복내,2019-07-11,21.2,.5,1.5
765,복내,2019-07-12,23,0,1.3
765,복내,2019-07-13,22,.5,.4
765,복내,2019-07-14,23.4,2.5,.8
765,복내,2019-07-15,23.4,0,.6
765,복내,2019-07-16,23,0,.8
765,복내,2019-07-17,23.4,10.5,1.2
765,복내,2019-07-18,22.4,15.5,.9
765,복내,2019-07-19,23.5,38,2.1
765,복내,2019-07-20,23.6,144.5,4.5
765,복내,2019-07-21,24.5,4,1.1
765,복내,2019-07-22,25.6,13.5,.6
765,복내,2019-07-23,26.1,0,.9
765,복내,2019-07-24,25.3,0,.9
765,복내,2019-07-25,26.1,0,1.1
765,복내,2019-07-26,26.9,0,1.1
765,복내,2019-07-27,25.6,19,.6
765,복내,2019-07-28,26.7,.5,1.4
765,복내,2019-07-29,27.2,0,1
765,복내,2019-07-30,26.6,0,.9
765,복내,2019-07-31,27.5,0,.9
765,복내,2019-08-01,27.2,0,.8
765,복내,2019-08-02,28,0,.8
765,복내,2019-08-03,27.5,0,1.2
765,복내,2019-08-04,27.4,0,1
765,복내,2019-08-05,27.9,0,.9
765,복내,2019-08-06,27.7,0,.9
765,복내,2019-08-07,27.1,0,.8
765,복내,2019-08-08,26.9,0,.9
765,복내,2019-08-09,26.8,0,.8
765,복내,2019-08-10,27.6,0,2.4
765,복내,2019-08-11,26.7,19,4.5
765,복내,2019-08-12,27,2,2.3
765,복내,2019-08-13,27.4,0,.9
765,복내,2019-08-14,28.5,0,.9
765,복내,2019-08-15,26.9,2,1.6
765,복내,2019-08-16,25.7,.5,1.8
765,복내,2019-08-17,25.8,0,.8
765,복내,2019-08-18,25.2,.5,.9
765,복내,2019-08-19,23.7,0,.8
765,복내,2019-08-20,24.9,0,1.5
765,복내,2019-08-21,25.6,3.5,.9
765,복내,2019-08-22,26.3,21,1.4
765,복내,2019-08-23,23.8,0,.8
765,복내,2019-08-24,22.1,0,1
765,복내,2019-08-25,22.1,0,.7
765,복내,2019-08-26,23,0,1.3
765,복내,2019-08-27,22.6,25,.4
765,복내,2019-08-28,23.8,.5,.5
765,복내,2019-08-29,21.3,.5,.6
765,복내,2019-08-30,21.9,0,1.3
765,복내,2019-08-31,21.1,0,.8
765,복내,2019-09-01,20.4,5,.4
765,복내,2019-09-02,20.6,27,.3
765,복내,2019-09-03,22.5,37.5,.6
765,복내,2019-09-04,23.6,8.5,.7
765,복내,2019-09-05,24.3,4.5,.9
765,복내,2019-09-06,24.9,7.5,2.3
765,복내,2019-09-07,24.3,42,4.5
765,복내,2019-09-08,23.8,1.5,.4
765,복내,2019-09-09,25,14.5,1.8
765,복내,2019-09-10,25.5,0,1.2
765,복내,2019-09-11,25.6,.5,.9
765,복내,2019-09-12,21.7,0,1.7
765,복내,2019-09-13,22.4,0,1
765,복내,2019-09-14,22.6,0,1.1
765,복내,2019-09-15,23.9,0,.8
765,복내,2019-09-16,23.2,0,.8
765,복내,2019-09-17,20.8,0,.7
765,복내,2019-09-18,20.1,0,1.7
765,복내,2019-09-19,17.8,0,.8
765,복내,2019-09-20,19.4,0,1.7
765,복내,2019-09-21,17.3,75,1.3
765,복내,2019-09-22,18.5,60.5,2.5
765,복내,2019-09-23,18.3,0,1.1
765,복내,2019-09-24,17.1,0,1
765,복내,2019-09-25,17.8,0,.9
765,복내,2019-09-26,19.7,0,.9
765,복내,2019-09-27,20.9,2.5,.8
765,복내,2019-09-28,23.2,0,.6
765,복내,2019-09-29,23.6,0,.8
765,복내,2019-09-30,22.2,0,.8
765,복내,2019-10-01,20.5,70,.8
765,복내,2019-10-02,21.4,205,2.5
765,복내,2019-10-03,21.7,2.5,2.3
765,복내,2019-10-04,21.4,0,.9
765,복내,2019-10-05,18.1,0,1.8
765,복내,2019-10-06,17.6,0,1.4
765,복내,2019-10-07,16.2,6,.9
765,복내,2019-10-08,16.3,0,2.1
765,복내,2019-10-09,13,0,1.2
765,복내,2019-10-10,14.7,0,1
765,복내,2019-10-11,16.6,0,.7
765,복내,2019-10-12,15.6,0,.9
765,복내,2019-10-13,14.5,0,1.1
765,복내,2019-10-14,14,0,1.8
765,복내,2019-10-15,12.3,0,.7
765,복내,2019-10-16,12.9,0,1
765,복내,2019-10-17,13.4,0,1
765,복내,2019-10-18,14.8,0,.6
765,복내,2019-10-19,15.6,1,1.2
765,복내,2019-10-20,14.7,0,.9
765,복내,2019-10-21,14.7,0,1
765,복내,2019-10-22,15.3,0,1
765,복내,2019-10-23,15.8,0,1
765,복내,2019-10-24,15.4,0,.8
765,복내,2019-10-25,16.1,0,1.3
765,복내,2019-10-26,13.2,0,2.8
765,복내,2019-10-27,9.7,0,1.6
765,복내,2019-10-28,10.5,0,1.1
765,복내,2019-10-29,10.8,0,1.5
765,복내,2019-10-30,10.2,0,1.2
765,복내,2019-10-31,10.4,0,1.1
765,복내,2019-11-01,13,0,1
765,복내,2019-11-02,12.7,0,.8
765,복내,2019-11-03,12.6,0,.9
765,복내,2019-11-04,11.8,0,.7
765,복내,2019-11-05,12.8,0,1.4
765,복내,2019-11-06,10.9,0,.9
765,복내,2019-11-07,10.4,0,1.7
765,복내,2019-11-08,6.5,0,1.5
765,복내,2019-11-09,7.1,0,1.1
765,복내,2019-11-10,8.9,7.5,1.4
765,복내,2019-11-11,12,0,1.9
765,복내,2019-11-12,9.3,0,.8
765,복내,2019-11-13,9.5,.5,1.5
765,복내,2019-11-14,4.4,0,2.9
765,복내,2019-11-15,5.5,0,1
765,복내,2019-11-16,9.1,0,.6
765,복내,2019-11-17,14.2,1.5,1.4
765,복내,2019-11-18,9.9,12.5,4
765,복내,2019-11-19,5.8,0,3.3
765,복내,2019-11-20,3.3,0,1.4
765,복내,2019-11-21,4.6,0,.9
765,복내,2019-11-22,8.6,0,1
765,복내,2019-11-23,10.2,0,1
765,복내,2019-11-24,13.9,.5,1.5
765,복내,2019-11-25,5.2,0,3.1
765,복내,2019-11-26,7.1,0,.8
765,복내,2019-11-27,7.5,0,2.2
765,복내,2019-11-28,4.8,0,1.3
765,복내,2019-11-29,2.5,0,1.4
765,복내,2019-11-30,5.4,0,1
765,복내,2019-12-01,6.5,20.5,1.3
765,복내,2019-12-02,5.1,0,3.8
765,복내,2019-12-03,3,0,1.5
765,복내,2019-12-04,2.1,0,1
765,복내,2019-12-05,.8,0,2.3
765,복내,2019-12-06,-2.2,0,2.3
765,복내,2019-12-07,.1,0,1.5
765,복내,2019-12-08,1.4,0,1
765,복내,2019-12-09,.6,0,.7
765,복내,2019-12-10,4.2,0,.7
765,복내,2019-12-11,5.7,0,2
765,복내,2019-12-12,2.7,0,2.2
765,복내,2019-12-13,.4,0,.5
765,복내,2019-12-14,2.7,0,1.5
765,복내,2019-12-15,3.8,0,.8
765,복내,2019-12-16,4.9,0,.5
765,복내,2019-12-17,7,1,1.4
765,복내,2019-12-18,4.9,0,2.6
765,복내,2019-12-19,2.6,0,2.8
765,복내,2019-12-20,1.1,0,1.3
765,복내,2019-12-21,-.8,0,.4
765,복내,2019-12-22,1.9,0,.7
765,복내,2019-12-23,2.7,0,1.5
765,복내,2019-12-24,2,0,.8
765,복내,2019-12-25,3.6,0,.6
765,복내,2019-12-26,4.5,.5,2.1
765,복내,2019-12-27,1.2,0,2.6
765,복내,2019-12-28,-1.1,0,.6
765,복내,2019-12-29,2.2,8.5,.5
765,복내,2019-12-30,6.7,0,2.1
765,복내,2019-12-31,-2.3,0,4.2
