지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s)
765,복내,2005-01-01,-3,0,1.6
765,복내,2005-01-02,-2.5,0,.6
765,복내,2005-01-03,1.7,0,1.1
765,복내,2005-01-04,-1.8,0,2.1
765,복내,2005-01-05,-3.6,0,.5
765,복내,2005-01-06,1.7,0,1
765,복내,2005-01-07,.4,0,1.7
765,복내,2005-01-08,-2.4,0,1.1
765,복내,2005-01-09,-4.9,0,1.7
765,복내,2005-01-10,-3.1,0,1.1
765,복내,2005-01-11,-1.1,0,1.9
765,복내,2005-01-12,-2,0,1.6
765,복내,2005-01-13,-2.2,0,1.5
765,복내,2005-01-14,-1.9,0,1.1
765,복내,2005-01-15,-1.2,0,1.7
765,복내,2005-01-16,-.6,0,1.6
765,복내,2005-01-17,-1.1,0,.8
765,복내,2005-01-18,0,0,.7
765,복내,2005-01-19,,0,
765,복내,2005-01-20,-2.7,0,1.7
765,복내,2005-01-21,-2.6,0,1.2
765,복내,2005-01-22,-.5,.5,.7
765,복내,2005-01-23,1.3,1,.3
765,복내,2005-01-24,1.4,0,.9
765,복내,2005-01-25,-1.3,5,.4
765,복내,2005-01-26,-.3,0,.4
765,복내,2005-01-27,.4,0,.5
765,복내,2005-01-28,-.2,0,.5
765,복내,2005-01-29,-2.7,1,1
765,복내,2005-01-30,-4.6,0,1.6
765,복내,2005-01-31,-3.7,0,1.8
765,복내,2005-02-01,-6.5,3,2
765,복내,2005-02-02,-4.3,1,1.8
765,복내,2005-02-03,-2.4,0,1.2
765,복내,2005-02-04,-.3,0,.9
765,복내,2005-02-05,-.2,0,.8
765,복내,2005-02-06,.6,0,.6
765,복내,2005-02-07,5.6,0,.7
765,복내,2005-02-08,1.6,1,1
765,복내,2005-02-09,.3,0,1.2
765,복내,2005-02-10,-3.2,0,1.8
765,복내,2005-02-11,-4,0,1.8
765,복내,2005-02-12,-3,0,.9
765,복내,2005-02-13,-1,0,1.2
765,복내,2005-02-14,.7,7.5,.5
765,복내,2005-02-15,5.3,15,1.1
765,복내,2005-02-16,5.7,1,1
765,복내,2005-02-17,6.8,0,1.3
765,복내,2005-02-18,1.8,10.5,.8
765,복내,2005-02-19,-1.8,0,1.4
765,복내,2005-02-20,-5.2,0,1.6
765,복내,2005-02-21,-4.8,0,1
765,복내,2005-02-22,-.1,0,1.5
765,복내,2005-02-23,2.5,0,1.2
765,복내,2005-02-24,1,1,.7
765,복내,2005-02-25,-1.8,0,1.8
765,복내,2005-02-26,-3.4,0,1.7
765,복내,2005-02-27,-1,0,1.1
765,복내,2005-02-28,.8,0,1.1
765,복내,2005-03-01,1.1,0,1
765,복내,2005-03-02,0,0,.7
765,복내,2005-03-03,-.4,0,1.8
765,복내,2005-03-04,-.8,0,1.2
765,복내,2005-03-05,-3.4,.5,1.2
765,복내,2005-03-06,.2,0,1.4
765,복내,2005-03-07,2.6,0,.9
765,복내,2005-03-08,6,0,.9
765,복내,2005-03-09,7.6,0,1
765,복내,2005-03-10,11.1,0,1.1
765,복내,2005-03-11,2.8,0,1.7
765,복내,2005-03-12,-3.3,0,2.4
765,복내,2005-03-13,-2,0,1.7
765,복내,2005-03-14,1.3,0,.9
765,복내,2005-03-15,2.3,0,.6
765,복내,2005-03-16,7.3,6,1
765,복내,2005-03-17,7.5,21.5,1.8
765,복내,2005-03-18,3.9,.5,2.4
765,복내,2005-03-19,3.9,0,1.1
765,복내,2005-03-20,5.8,0,1.3
765,복내,2005-03-21,6.2,3.5,1.2
765,복내,2005-03-22,8.6,30,.9
765,복내,2005-03-23,7.4,0,1
765,복내,2005-03-24,.7,3,2.1
