지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s)
765,복내,2004-01-01,1.4,0,.4
765,복내,2004-01-02,1.5,0,.8
765,복내,2004-01-03,.4,0,.5
765,복내,2004-01-04,-.3,0,.4
765,복내,2004-01-05,.4,0,.3
765,복내,2004-01-06,2.4,0,.6
765,복내,2004-01-07,1.7,0,.9
765,복내,2004-01-08,-.7,0,.6
765,복내,2004-01-09,2.2,0,.4
765,복내,2004-01-10,1,0,1
765,복내,2004-01-11,.7,0,.6
765,복내,2004-01-12,0,1,1.1
765,복내,2004-01-13,-2.5,.5,2.2
765,복내,2004-01-14,-1.9,0,.8
765,복내,2004-01-15,-.6,0,.6
765,복내,2004-01-16,1.5,0,.4
765,복내,2004-01-17,.3,1.5,.4
765,복내,2004-01-18,0,0,.8
765,복내,2004-01-19,-.7,0,1.3
765,복내,2004-01-20,-1.4,0,.8
765,복내,2004-01-21,-7.2,0,2
765,복내,2004-01-22,-8.6,0,1.7
765,복내,2004-01-23,-6,0,.8
765,복내,2004-01-24,-4.7,0,1.1
765,복내,2004-01-25,-4.4,0,1.4
765,복내,2004-01-26,-3.7,0,1
765,복내,2004-01-27,-2.3,0,1.7
765,복내,2004-01-28,-1.1,0,1.2
765,복내,2004-01-29,-1.2,0,.5
765,복내,2004-01-30,-.4,0,.6
765,복내,2004-01-31,-.2,0,.6
765,복내,2004-02-01,3.1,0,.4
765,복내,2004-02-02,.5,0,2.1
765,복내,2004-02-03,-2.1,0,1.5
765,복내,2004-02-04,-1.1,0,.9
765,복내,2004-02-05,-2.9,2.5,1.7
765,복내,2004-02-06,-3,0,1
765,복내,2004-02-07,-3,2,1.5
765,복내,2004-02-08,-1.8,0,.7
765,복내,2004-02-09,-1.3,0,.8
765,복내,2004-02-10,-1.5,0,.5
765,복내,2004-02-11,-.3,0,.7
765,복내,2004-02-12,.3,0,.7
765,복내,2004-02-13,1.6,0,.9
765,복내,2004-02-14,3.8,0,2.2
765,복내,2004-02-15,2.9,0,1.4
765,복내,2004-02-16,2.4,0,.8
765,복내,2004-02-17,5.5,0,1.2
765,복내,2004-02-18,4,0,.5
765,복내,2004-02-19,6.1,0,.5
765,복내,2004-02-20,9,0,1
765,복내,2004-02-21,12.6,18.5,1.3
765,복내,2004-02-22,6.7,30.5,1.8
765,복내,2004-02-23,2.5,0,1.8
765,복내,2004-02-24,2.1,0,.7
765,복내,2004-02-25,5.4,0,1.4
765,복내,2004-02-26,1.8,0,1.5
765,복내,2004-02-27,1.1,0,.9
765,복내,2004-02-28,4.7,1.5,.5
765,복내,2004-02-29,8.1,.5,1.5
765,복내,2004-03-01,4.5,0,1.4
765,복내,2004-03-02,1.4,0,2
765,복내,2004-03-03,-2.4,0,1
765,복내,2004-03-04,-.5,0,1
