지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s)
765,복내,2010-07-01,25.7,21.5,1.1
765,복내,2010-07-02,24.5,25,1
765,복내,2010-07-03,26.2,1,.3
765,복내,2010-07-04,24.3,0,.9
765,복내,2010-07-05,26,0,.4
765,복내,2010-07-06,26.6,0,.6
765,복내,2010-07-07,25.1,0,.8
765,복내,2010-07-08,24,0,.7
765,복내,2010-07-09,,0,.9
765,복내,2010-07-10,23.6,16,.8
765,복내,2010-07-11,23.3,76,.6
765,복내,2010-07-12,23.3,1,.5
765,복내,2010-07-13,22.4,20.5,.1
765,복내,2010-07-14,24.9,0,.6
765,복내,2010-07-15,24.3,2.5,.9
765,복내,2010-07-16,24.2,78.5,.6
765,복내,2010-07-17,26.6,12,2.2
765,복내,2010-07-18,26.8,7,2
765,복내,2010-07-19,27.3,.5,1.6
765,복내,2010-07-20,26.6,6.5,1.9
765,복내,2010-07-21,27.3,10.5,1.6
765,복내,2010-07-22,27.4,0,1.2
765,복내,2010-07-23,27.6,0,.6
765,복내,2010-07-24,26.5,2,.3
765,복내,2010-07-25,25.8,2,.6
765,복내,2010-07-26,25.3,4.5,.3
765,복내,2010-07-27,26.1,1.5,.8
765,복내,2010-07-28,25.8,52.5,1.8
765,복내,2010-07-29,26,5.5,.8
765,복내,2010-07-30,26.8,0,0
765,복내,2010-07-31,27.1,0,.7
765,복내,2010-08-01,28.8,0,.8
765,복내,2010-08-02,28.4,4,.5
765,복내,2010-08-03,27.8,0,.9
765,복내,2010-08-04,28.3,0,.8
765,복내,2010-08-05,27.9,8,.9
765,복내,2010-08-06,28.5,1,1.5
765,복내,2010-08-07,27.1,0,.7
765,복내,2010-08-08,27,0,.9
765,복내,2010-08-09,28,.5,.9
765,복내,2010-08-10,26.7,116,1.8
765,복내,2010-08-11,27.7,64,1.8
765,복내,2010-08-12,27.7,0,.8
765,복내,2010-08-13,26.7,31,1.1
765,복내,2010-08-14,27.8,0,1.2
765,복내,2010-08-15,28.2,8,1.5
765,복내,2010-08-16,27.5,21,1.2
765,복내,2010-08-17,25.5,77.5,.8
765,복내,2010-08-18,27,0,.8
765,복내,2010-08-19,28.2,0,.7
765,복내,2010-08-20,28.7,0,.6
765,복내,2010-08-21,29.3,0,.5
765,복내,2010-08-22,28.4,0,.8
765,복내,2010-08-23,28.7,0,.7
765,복내,2010-08-24,27.9,0,.9
765,복내,2010-08-25,26.5,17.5,.9
765,복내,2010-08-26,25.5,24.5,.5
765,복내,2010-08-27,25.3,11,.6
765,복내,2010-08-28,26.5,104,2.4
765,복내,2010-08-29,26.6,37,1.4
765,복내,2010-08-30,26.1,4.5,.6
765,복내,2010-08-31,26,29,.5
765,복내,2010-09-01,27,108,1.8
765,복내,2010-09-02,27.4,15.5,1.6
765,복내,2010-09-03,27.5,0,.9
765,복내,2010-09-04,27.4,0,.7
765,복내,2010-09-05,27.2,0,.9
765,복내,2010-09-06,25.4,17.5,.6
765,복내,2010-09-07,24.8,12,.5
765,복내,2010-09-08,23.4,0,.8
765,복내,2010-09-09,23.6,0,.8
765,복내,2010-09-10,26.2,0,.9
765,복내,2010-09-11,25.4,37,.7
765,복내,2010-09-12,24.5,26.5,1.4
